EncounterCode,RecoverDate,RecoverYear,RecoverMonth,RecoverSeason,RecoverVessel,RecoverProjectName,RecoverMethod,SpeciesCode,CommonName,TagCode,RecoverLength,SexDescription,RecoverTagTypeCode,RecoverMortality,RecoverLatitude,RecoverLongitude,RecoverPunchCardArea,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseSeason,ReleaseVessel,ReleaseProjectName,ReleaseMethod,ReleaseLengthCM,ReleaseTagTypeCode,ReleaseLatitude,ReleaseLongitude,ReleasePunchCardArea,DaysAtLiberty,GrowthCM,MovementMiles
PUBTAG2217,6/23/1990,1990,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,41418,42,,1SPG,Y,47.13,-124.2876666,PCA 2,7/10/1988,1988,7,Fall,Corliss,,At Sea,42,1SPG,47.7545,-124.4836666,PCA 3,713,0,52.13368479
PUBTAG2109,7/8/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,41703,43,Unable to determine,1SPG,Y,48.25,-124.7,PCA 4,7/13/1988,1988,7,Fall,Corliss,,At Sea,41,1SPG,48.2648333,-124.7156666,PCA 4,360,2,1.232389242
DOCK6739,5/11/1992,1992,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,41775,,Unable to determine,1SPG,Y,47.1333333,-124.2666666,PCA 2,7/13/1988,1988,7,Fall,Corliss,,At Sea,27,1SPG,48.2375,-124.7156666,PCA 4,1398,,92.04377804
PUBTAG2386,8/17/1991,1991,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,41779,,,1SPG,Y,47.1333333,-124.2833333,PCA 2,7/13/1988,1988,7,Fall,Corliss,,At Sea,35,1SPG,48.2375,-124.7156666,PCA 4,1130,,92.04377804
PUBTAG2112,7/10/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,41868,47,Unable to determine,1SPG,Y,48.2375,-124.7156666,PCA 4,7/13/1988,1988,7,Fall,Corliss,,At Sea,46,1SPG,48.2375,-124.7156666,PCA 4,362,1,0
PUBTAG2099,6/27/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,41873,51,Male,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/13/1988,1988,7,Fall,Corliss,,At Sea,50,1SPG,48.2375,-124.7156666,PCA 4,349,1,4.501556864
DOCK6589,6/23/1990,1990,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,41906,,Unable to determine,1SPG,Y,47.3166666,-124.35,PCA 2,7/13/1988,1988,7,Fall,Corliss,,At Sea,41,1SPG,48.1673333,-124.765,PCA 4,710,,70.88910213
DOCK6743,6/3/1992,1992,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,41945,51,Unable to determine,1SPG,Y,46.9803333,-124.2976666,PCA 2,7/13/1988,1988,7,Fall,Corliss,,At Sea,38,1SPG,48.1673333,-124.765,PCA 4,1421,13,99.01316555
PUBTAG2052,9/23/1988,1988,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,41982,,Unable to determine,1SPG,Y,48.17,-124.765,PCA 4,7/14/1988,1988,7,Fall,Corliss,,At Sea,32,1SPG,48.2408333,-124.7156666,PCA 4,71,,5.886818031
DOCK6676,5/21/1991,1991,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,41991,,Unable to determine,1SPG,Y,46.9721666,-124.291,PCA 2,7/14/1988,1988,7,Fall,Corliss,,At Sea,33,1SPG,48.162,-124.7598333,PCA 3,1041,,99.25342486
PUBTAG2095,6/14/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42017,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,42,1SPG,48.3416666,-124.7166666,PCA 4,334,,13.15434239
DOCK6562,8/31/1989,1989,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,42027,45,Male,1SPG,Y,47.0138333,-124.2486666,PCA 2,7/15/1988,1988,7,Fall,Corliss,,At Sea,39,1SPG,48.3416666,-124.7166666,PCA 4,412,6,110.6924539
PUBTAG2089,6/12/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42029,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,45,1SPG,48.3416666,-124.7166666,PCA 4,332,,13.15434239
PUBTAG2094,6/14/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42033,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,35,1SPG,48.3416666,-124.7166666,PCA 4,334,,13.15434239
PUBTAG2082,6/11/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42036,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,43,1SPG,48.3416666,-124.7166666,PCA 4,331,,13.15434239
PUBTAG2088,6/12/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42044,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,39,1SPG,48.3416666,-124.7166666,PCA 4,332,,13.15434239
PUBTAG2087,6/12/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42048,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,40,1SPG,48.3416666,-124.7166666,PCA 4,332,,13.15434239
PUBTAG2081,6/11/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42052,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,45,1SPG,48.3416666,-124.7166666,PCA 4,331,,13.15434239
PUBTAG2086,6/12/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42071,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,41,1SPG,48.3416666,-124.7166666,PCA 4,332,,13.15434239
PUBTAG2080,6/11/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42072,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,38,1SPG,48.3416666,-124.7166666,PCA 4,331,,13.15434239
PUBTAG2079,6/11/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42075,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,41,1SPG,48.3416666,-124.7166666,PCA 4,331,,13.15434239
PUBTAG2385,8/17/1991,1991,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,42092,,,1SPG,Y,47.2236666,-124.3233333,PCA 2,7/15/1988,1988,7,Fall,Corliss,,At Sea,43,1SPG,48.3416666,-124.7166666,PCA 4,1128,,93.1436955
PUBTAG2093,6/14/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42120,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,44,1SPG,48.3416666,-124.7166666,PCA 4,334,,13.15434239
PUBTAG2085,6/12/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42133,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,41,1SPG,48.3416666,-124.7166666,PCA 4,332,,13.15434239
PUBTAG2084,6/12/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42135,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,40,1SPG,48.3416666,-124.7166666,PCA 4,332,,13.15434239
DOCK6515,6/2/1989,1989,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,42154,49,Female,1SPG,Y,47.1288333,-124.2878333,PCA 2,7/15/1988,1988,7,Fall,Corliss,,At Sea,49,1SPG,48.3416666,-124.7166666,PCA 4,322,0,101.0721883
PUBTAG2075,6/8/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42207,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,47,1SPG,48.285,-124.7066666,PCA 4,328,,8.447890038
PUBTAG2074,6/8/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42217,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,41,1SPG,48.285,-124.7066666,PCA 4,328,,8.447890038
PUBTAG2073,6/8/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42225,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,45,1SPG,48.285,-124.7066666,PCA 4,328,,8.447890038
PUBTAG2092,6/14/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42241,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,46,1SPG,48.3416666,-124.7166666,PCA 4,334,,13.15434239
PUBTAG2091,6/14/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42248,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,37,1SPG,48.3416666,-124.7166666,PCA 4,334,,13.15434239
DOCK6513,5/27/1989,1989,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,42294,38,Unable to determine,1SPG,Y,48.25,-124.7,PCA 4,7/16/1988,1988,7,Fall,Corliss,,At Sea,37,1SPG,48.2426666,-124.7158333,PCA 4,315,1,0.609317789
DOCK6512,5/27/1989,1989,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,42297,36,Unable to determine,1SPG,Y,48.25,-124.7,PCA 4,7/16/1988,1988,7,Fall,Corliss,,At Sea,34,1SPG,48.2426666,-124.7158333,PCA 4,315,2,0.609317789
PUBTAG2211,6/14/1990,1990,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42400,50,,1SPG,Y,48.2716666,-124.7326666,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,44,1SPG,48.285,-124.7066666,PCA 4,699,6,1.107637079
PUBTAG2122,7/15/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,42458,,Unable to determine,1SPG,Y,48.1833333,-124.7833333,PCA 4,7/14/1988,1988,7,Fall,Unknown,,At Sea,45,1SPG,48.1333333,-124.7386666,PCA 3,366,,4.156555642
PUBTAG2076,6/10/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42502,,Unable to determine,1SPG,Y,48.25,-124.7,PCA 4,7/16/1988,1988,7,Fall,Corliss,,At Sea,46,1SPG,48.2426666,-124.7158333,PCA 4,329,,0.609317789
PUBTAG2068,5/25/1989,1989,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42520,41,Unable to determine,1SPG,Y,48.25,-124.7,PCA 4,7/16/1988,1988,7,Fall,Corliss,,At Sea,39,1SPG,48.2426666,-124.7158333,PCA 4,313,2,0.609317789
PUBTAG2061,4/18/1989,1989,4,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42521,43,Unable to determine,1SPG,Y,46.35,-124.2333333,PCA 1,7/16/1988,1988,7,Fall,Corliss,,At Sea,39,1SPG,48.2426666,-124.7158333,PCA 4,276,4,158.1257171
DOCK6467,8/8/1988,1988,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,42569,37,Male,1SPG,Y,48.4,-124.7166666,PCA 4,7/15/1988,1988,7,Fall,Corliss,,At Sea,36,1SPG,48.3095,-124.7036666,PCA 4,24,1,7.514661145
DOCK6591,6/30/1990,1990,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,42694,44,Unable to determine,1SPG,Y,48.185,-124.7916666,PCA 4,7/17/1988,1988,7,Fall,Corliss,,At Sea,43,1SPG,48.334,-124.752,PCA 4,713,1,12.37915074
PUBTAG2228,7/8/1990,1990,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,42741,,,1SPG,Y,48.1333333,-124.7406666,PCA 3,7/16/1988,1988,7,Fall,Corliss,,At Sea,42,1SPG,48.1746666,-124.7658333,PCA 4,722,,3.43617118
PUBTAG2433,6/6/1992,1992,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42850,44,,1SPG,Y,45.0633333,-124.25,PCA 1,7/16/1988,1988,7,Fall,Corliss,,At Sea,28,1SPG,48.1671666,-124.7383333,PCA 4,1421,16,260.3143776
PUBTAG2250,7/28/1990,1990,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,42876,40,,1SPG,Y,48.185,-124.7916666,PCA 4,7/16/1988,1988,7,Fall,Corliss,,At Sea,34,1SPG,48.2835,-124.7138333,PCA 4,742,6,8.184752441
PUBTAG2066,5/13/1989,1989,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,42908,,Unable to determine,1SPG,Y,48.3295,-124.6988333,PCA 4,7/16/1988,1988,7,Fall,Corliss,,At Sea,34,1SPG,48.1366666,-124.72,PCA 3,301,,16.02338666
PUBTAG2570,7/15/1995,1995,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,42925,,Unable to determine,1SPG,Y,47.3,-124.2833333,PCA 2,7/16/1988,1988,7,Fall,Corliss,,At Sea,34,1SPG,48.1366666,-124.72,PCA 3,2555,,69.73214101
PUBTAG2575,8/25/1996,1996,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,42929,,Unable to determine,1SPG,Y,47.3333333,-124.3166666,PCA 2,7/16/1988,1988,7,Fall,Corliss,,At Sea,35,1SPG,48.1366666,-124.72,PCA 3,2962,,66.94749852
DOCK6760,7/1/1992,1992,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,43468,33,Unable to determine,1SPG,Y,47.3425,-124.3461666,PCA 2,6/1/1989,1989,6,Spring,Corliss,,At Sea,38,1SPG,45.855,-123.988,PCA 1,1126,-5,124.7851389
PUBTAG1498,5/21/1984,1984,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,436,51,Unable to determine,1SPG,Y,46.3166666,-124.1583333,PCA 1,6/8/1982,1982,6,Spring,Corliss,,At Sea,50,1SPGOTC,47.449,-124.4135,PCA 2,713,1,94.83547849
PUBTAG2283,9/11/1990,1990,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,43729,43,,1SPG,Y,46.3166666,-124.1583333,PCA 1,6/3/1989,1989,6,Spring,Corliss,,At Sea,44,1SPG,45.8503333,-123.9938333,PCA 1,465,-1,39.23879083
PUBTAG2571,7/16/1995,1995,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,43978,38,Male,1SPG,Y,45.8333333,-124,PCA 1,6/4/1989,1989,6,Spring,Corliss,,At Sea,37,1SPG,45.87,-123.9816666,PCA 1,2233,1,3.089397081
PUBTAG2281,9/9/1990,1990,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44018,43,,1SPG,Y,45.8331666,-124,PCA 1,6/3/1989,1989,6,Spring,Corliss,,At Sea,42,1SPG,45.9291666,-124.0331666,PCA 1,463,1,8.087219288
PUBTAG2215,6/22/1990,1990,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,44031,40,Female,1SPG,Y,46.3166666,-124.1583333,PCA 1,6/3/1989,1989,6,Spring,Corliss,,At Sea,38,1SPG,45.9291666,-124.0331666,PCA 1,384,2,32.59812132
PUBTAG2212,6/15/1990,1990,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,44093,40,,1SPG,Y,45.8316666,-124,PCA 1,6/3/1989,1989,6,Spring,Corliss,,At Sea,42,1SPG,45.9291666,-124.0331666,PCA 1,377,-2,8.213617548
PUBTAG2161,9/2/1989,1989,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44164,36,Unable to determine,1SPG,Y,45.9166666,-124,PCA 1,6/8/1989,1989,6,Spring,Corliss,,At Sea,35,1SPG,46.9755,-124.265,PCA 2,86,1,88.90531695
PUBTAG2240,7/21/1990,1990,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44259,42,,1SPG,Y,46.3166666,-124.1583333,PCA 1,6/4/1989,1989,6,Spring,Corliss,,At Sea,39,1SPG,45.9331666,-124.0163333,PCA 1,412,3,32.2612537
PUBTAG2253,8/4/1990,1990,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44267,39,,1SPG,Y,45.8333333,-124,PCA 1,6/4/1989,1989,6,Spring,Corliss,,At Sea,32,1SPG,45.9331666,-124.0163333,PCA 1,426,7,8.410042527
PUBTAG2162,9/2/1989,1989,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44387,41,Unable to determine,1SPG,Y,45.9166666,-124.0233333,PCA 1,6/8/1989,1989,6,Spring,Corliss,,At Sea,40,1SPG,47.132,-124.2818333,PCA 2,86,1,101.9988628
PUBTAG2125,7/17/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44485,,Unable to determine,1SPG,Y,45.9261666,-124.0166666,PCA 1,6/8/1989,1989,6,Spring,Corliss,,At Sea,43,1SPG,47.132,-124.2818333,PCA 2,39,,101.1988165
PUBTAG2225,7/3/1990,1990,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44492,49,,1SPG,Y,45.9166666,-124.0166666,PCA 1,6/8/1989,1989,6,Spring,Corliss,,At Sea,46,1SPG,47.132,-124.2818333,PCA 2,390,3,101.9988628
PUBTAG2124,7/17/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44495,,Unable to determine,1SPG,Y,45.9261666,-124.0166666,PCA 1,6/8/1989,1989,6,Spring,Corliss,,At Sea,44,1SPG,47.132,-124.2818333,PCA 2,39,,101.1988165
PUBTAG2104,7/1/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44538,40,Male,1SPG,Y,46.9288333,-124.271,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,40,1SPG,47.3331666,-124.2908333,PCA 2,22,0,33.81563445
DOCK6527,7/7/1989,1989,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44546,44,Female,1SPG,Y,46.9755,-124.2748333,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,44,1SPG,47.3331666,-124.2908333,PCA 2,28,0,29.90870307
DOCK6526,7/7/1989,1989,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44552,41,Female,1SPG,Y,46.9755,-124.2748333,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,42,1SPG,47.3331666,-124.2908333,PCA 2,28,-1,29.90870307
PUBTAG2097,6/21/1989,1989,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,44562,38,Unable to determine,1SPG,Y,47,-124.2641666,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,38,1SPG,47.3331666,-124.2908333,PCA 2,12,0,27.85798775
DOCK6685,6/6/1991,1991,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44563,49,Unable to determine,1SPG,Y,46.9786666,-124.271,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,45,1SPG,47.3331666,-124.2908333,PCA 2,727,4,29.64363385
PUBTAG2171,9/17/1989,1989,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44566,37,Unable to determine,1SPG,Y,47.105,-124.3241666,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,36,1SPG,47.3331666,-124.2908333,PCA 2,100,1,19.0725048
PUBTAG2345,7/12/1991,1991,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44582,42,,1SPG,Y,47.1816666,-124.3166666,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,39,1SPG,47.3331666,-124.2908333,PCA 2,763,3,12.66109581
DOCK6530,7/8/1989,1989,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44592,44,Female,1SPG,Y,46.9786666,-124.271,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,44,1SPG,47.3331666,-124.2908333,PCA 2,29,0,29.64363385
PUBTAG2298,9/27/1990,1990,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44598,44,,1SPG,Y,46.9703333,-124.289,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,42,1SPG,47.3331666,-124.2908333,PCA 2,475,2,30.34120677
PUBTAG2179,10/10/1989,1989,10,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44601,,,1SPG,Y,47.3121666,-124.3838333,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,44,1SPG,47.3331666,-124.2908333,PCA 2,123,,1.754335038
PUBTAG2105,7/1/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44602,42,Male,1SPG,Y,46.9288333,-124.271,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,43,1SPG,47.3331666,-124.2908333,PCA 2,22,-1,33.81563445
DOCK6673,9/22/1990,1990,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44605,,Unable to determine,1SPG,Y,47.1738333,-124.3076666,PCA 2,6/8/1989,1989,6,Spring,Corliss,,At Sea,35,1SPG,47.3321666,-124.3195,PCA 2,471,,13.23250645
PUBTAG2106,7/3/1989,1989,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44607,40,Male,1SPG,Y,47.1763333,-124.3081666,PCA 2,6/8/1989,1989,6,Spring,Corliss,,At Sea,39,1SPG,47.3321666,-124.3195,PCA 2,25,1,13.02347719
PUBTAG2160,9/2/1989,1989,9,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44609,36,Male,1SPG,Y,47.22,-124.3156666,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,35,1SPG,47.3213333,-124.3125,PCA 2,85,1,8.467931486
PUBTAG2156,8/21/1989,1989,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,44613,41,Female,1SPG,Y,46.3,-124.1583333,PCA 1,6/9/1989,1989,6,Spring,Corliss,,At Sea,40,1SPG,47.3213333,-124.3125,PCA 2,73,1,85.57532307
DOCK6638,7/29/1990,1990,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44617,,Unable to determine,1SPG,Y,47.2083333,-124.2833333,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,47,1SPG,47.3213333,-124.3125,PCA 2,415,,9.443182322
DOCK6578,6/4/1990,1990,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44692,,Unable to determine,2SPG,Y,47.0123333,-124.254,PCA 2,6/9/1989,1989,6,Spring,Corliss,,At Sea,36,2SPG,47.3,-124.2908333,PCA 2,360,,24.05495432
DOCK6644,8/10/1990,1990,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44732,,Unable to determine,1SPG,Y,47.1296666,-124.2593333,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,46,1SPG,47.411,-124.367,PCA 2,426,,23.50967802
DOCK6616,7/26/1990,1990,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,44740,48,Unable to determine,1SPG,Y,47.3125,-124.3823333,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,43,1SPG,47.3595,-124.3468333,PCA 2,411,5,3.926062609
PUBTAG1401,6/2/1983,1983,6,Spring,,,Public Return,BLCK,BLACK ROCKFISH,4482,53,Unable to determine,1SPG,Y,46.8833333,-124.2083333,PCA 2,6/24/1981,1981,6,Spring,Malibu,,At Sea,50,1SPG,46.9673333,-124.2788333,PCA 2,708,3,7.033629325
PUBTAG1316,5/30/1982,1982,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,4491,,Unable to determine,RSPG,Y,47.3,-124.35,PCA 2,6/24/1981,1981,6,Spring,Malibu,,At Sea,48,2SPG,47.2283333,-124.3236666,PCA 2,340,,5.989065982
PUBTAG2518,7/15/1993,1993,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,45118,,,1SPG,Y,47.3166666,-124.3166666,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,42,1SPG,47.3595,-124.3468333,PCA 2,1496,,3.577969424
PUBTAG2392,8/19/1991,1991,8,Fall,,,Public Return,BLCK,BLACK ROCKFISH,45170,,,1SPG,Y,47.1261666,-124.2928333,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,44,1SPG,47.3595,-124.3468333,PCA 2,800,,19.50169219
PUBTAG1318,5/31/1982,1982,5,Spring,,,Public Return,BLCK,BLACK ROCKFISH,4524,45,Female,1SPG,Y,47.2675,-124.395,PCA 2,6/24/1981,1981,6,Spring,Malibu,,At Sea,46,1SPG,47.2283333,-124.3236666,PCA 2,341,-1,3.273406675
PUBTAG1326,7/16/1982,1982,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,4526,,Unable to determine,1SPG,Y,47.1958333,-124.2833333,PCA 2,6/24/1981,1981,6,Spring,Malibu,,At Sea,49,1SPG,47.2136666,-124.3046666,PCA 2,387,,1.490816519
DOCK6780,8/15/1992,1992,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,45287,49,Unable to determine,1SPG,Y,47.2896666,-124.4035,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,39,1SPG,47.3595,-124.3468333,PCA 2,1162,10,5.833799738
PUBTAG2346,7/13/1991,1991,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,45330,,,1SPG,Y,47.3166666,-124.3083333,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,39,1SPG,47.3595,-124.3468333,PCA 2,763,,3.577969424
PUBTAG1516,7/15/1984,1984,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,4535,48,Unable to determine,1SPG,Y,47.2311666,-124.2866666,PCA 2,6/24/1981,1981,6,Spring,Malibu,,At Sea,48,1SPG,47.2136666,-124.3046666,PCA 2,1117,0,1.462802578
DOCK6669,9/7/1990,1990,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,45363,43,Unable to determine,1SPG,Y,46.9728333,-124.2866666,PCA 2,6/10/1989,1989,6,Spring,Corliss,,At Sea,40,1SPG,47.3595,-124.3468333,PCA 2,454,3,32.33149413
PUBTAG1426,7/10/1983,1983,7,Fall,,,Public Return,BLCK,BLACK ROCKFISH,4539,45,Female,1SPG,Y,47.45,-124.4583333,PCA 2,6/24/1981,1981,6,Spring,Malibu,,At Sea,46,1SPG,47.2136666,-124.3046666,PCA 2,746,-1,19.74215565
DOCK6624,7/27/1990,1990,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,45465,,Unable to determine,1SPG,Y,47.337,-124.3346666,PCA 2,6/11/1989,1989,6,Spring,Corliss,,At Sea,47,1SPG,47.4016666,-124.372,PCA 2,411,,5.400757956
DOCK6761,7/3/1992,1992,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,45469,,Unable to determine,1SPG,Y,47.3328333,-124.3443333,PCA 2,6/11/1989,1989,6,Spring,Corliss,,At Sea,46,1SPG,47.4016666,-124.372,PCA 2,1118,,5.748818066
DOCK6635,7/28/1990,1990,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,45475,,Unable to determine,1SPG,Y,46.8333333,-124.2416666,PCA 2,6/11/1989,1989,6,Spring,Corliss,,At Sea,32,1SPG,47.4016666,-124.372,PCA 2,412,,47.53504877
